"","n_trial","stim_i","oper","O1","O2","RA","Taste","RZ","Fx_zeit","O1_zeit","O2_zeit","RA_zeit","RT_t1","StartPulseTime","cp_jit","RT","trained","subj"
"588","94","8",0.5,24,13,47,1,557,1933464,1934961,1936358,1940749,1941306,1373188,-300,557,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"589","95","98",-0.5,62,28,32,1,773,1952875,1954372,1955769,1960876,1961649,1373188,400,773,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"590","96","114",-0.5,82,28,52,1,953,1972502,1973999,1975397,1979788,1980741,1373188,-300,953,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"591","97","4",0.5,53,21,76,1,420,2028274,2029771,2031168,2035959,2036379,2028250,100,420,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"592","98","104",-0.5,51,16,25,1,868,2047486,2048983,2050380,2055370,2056238,2028250,300,868,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"593","99","106",-0.5,52,13,37,1,447,2067496,2068993,2070390,2075180,2075627,2028250,100,447,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"594","100","99",-0.5,83,25,48,2,422,2086691,2088188,2089585,2093876,2094298,2028250,-400,422,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"595","101","45",0.5,48,24,82,2,444,2105303,2106800,2108198,2113088,2113532,2028250,200,444,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"596","102","27",0.5,41,17,56,2,410,2124997,2126494,2127892,2132682,2133092,2028250,100,410,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"597","103","96",-0.5,56,15,31,1,434,2144492,2145989,2147386,2151877,2152311,2028250,-200,434,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"598","104","69",-0.5,78,31,45,2,419,2164003,2165500,2166897,2171188,2171607,2028250,-400,419,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"599","105","56",0.5,58,17,65,1,439,2182516,2184013,2185410,2190417,2190856,2028250,300,439,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"600","106","116",-0.5,53,17,46,1,980,2202542,2204039,2205437,2209828,2210808,2028250,-300,980,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"601","107","7",0.5,42,34,78,2,427,2221255,2222752,2224149,2228740,2229167,2028250,-100,427,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"602","108","80",-0.5,59,18,31,1,465,2240400,2241897,2243294,2247685,2248150,2028250,-300,465,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"603","109","49",0.5,39,17,58,2,447,2259811,2261308,2262705,2267296,2267743,2028250,-100,447,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"604","110","95",-0.5,68,15,51,2,460,2279106,2280603,2282000,2286391,2286851,2028250,-300,460,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"605","111","9",0.5,24,15,37,2,438,2297702,2299199,2300596,2305703,2306141,2028250,400,438,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"606","112","108",-0.5,72,23,39,1,474,2317629,2319126,2320523,2325313,2325787,2028250,100,474,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"607","113","124",-0.5,72,24,38,1,567,2336724,2338221,2339618,2344109,2344676,2028250,-200,567,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"608","114","93",-0.5,68,37,21,2,395,2356135,2357632,2359029,2363421,2363816,2028250,-300,395,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"609","115","52",0.5,46,27,63,1,1502,2375031,2376528,2377925,2382516,2384018,2028250,-100,1502,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"610","116","78",-0.5,79,36,53,1,494,2394342,2395839,2397236,2402226,2402720,2028250,300,494,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"611","117","47",0.5,49,23,62,2,448,2414136,2415633,2417030,2422037,2422485,2028250,300,448,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"612","118","30",0.5,46,32,68,1,589,2433963,2435460,2436857,2441348,2441937,2028250,-200,589,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"613","119","34",0.5,37,28,67,1,510,2452675,2454172,2455570,2460676,2461186,2028250,400,510,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"614","120","28",0.5,52,16,78,1,826,2472186,2473683,2475081,2480187,2481013,2028250,400,826,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"615","121","54",0.5,47,35,80,1,608,2491797,2493294,2494691,2498983,2499591,2028250,-400,608,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"616","122","76",-0.5,53,21,34,1,473,2510493,2511990,2513387,2517679,2518152,2028250,-400,473,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"617","123","2",0.5,41,23,74,1,452,2529705,2531202,2532599,2537090,2537542,2028250,-200,452,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"618","124","39",0.5,48,27,73,2,593,2548417,2549914,2551311,2556418,2557011,2028250,400,593,-0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"619","125","122",-0.5,52,14,36,1,430,2567828,2569325,2570723,2575313,2575743,2028250,-100,430,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"620","126","115",-0.5,64,25,29,2,538,2587373,2588870,2590267,2595157,2595695,2028250,200,538,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"621","127","25",0.5,61,18,69,2,489,2606983,2608480,2609878,2614768,2615257,2028250,200,489,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"622","128","89",-0.5,54,12,32,2,467,2626395,2627892,2629289,2634179,2634646,2028250,200,467,0.5,"/Volumes/Drive/Thesis/new_data/sub14/log_files/sub14_S2_ASTrain.xls"
"623","1","34",0.5,37,28,67,1,1430,19991,21488,22885,27276,28706,19970,-300,1430,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"624","3","107",-0.5,81,13,78,2,715,58813,60310,61708,66598,67313,19970,200,715,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"625","4","27",0.5,41,17,56,2,603,78724,80221,81618,86209,86812,19970,-100,603,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"626","6","4",0.5,53,21,76,1,667,117430,118927,120324,125331,125998,19970,300,667,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"627","7","20",0.5,51,24,65,1,802,137357,138854,140251,144742,145544,19970,-200,802,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"628","8","50",0.5,49,25,72,1,655,156369,157866,159263,163654,164309,19970,-300,655,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"629","9","87",-0.5,86,24,52,2,713,175281,176778,178175,183282,183995,19970,400,713,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"630","10","81",-0.5,76,24,54,2,539,194908,196405,197803,202909,203448,19970,400,539,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"631","11","115",-0.5,64,25,29,2,551,214736,216233,217630,222021,222572,19970,-300,551,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"632","12","125",-0.5,75,38,39,2,742,233847,235378,236775,241266,242008,19970,-200,742,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"633","13","12",0.5,62,16,68,1,561,252776,254273,255671,259962,260523,19970,-400,561,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"634","14","118",-0.5,73,27,48,1,1357,271872,273369,274766,279556,280913,19970,100,1357,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"635","15","39",0.5,48,27,73,2,563,290867,292364,293761,298552,299115,19970,100,563,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"636","16","17",0.5,62,14,78,2,513,310661,312158,313555,318445,318958,19970,200,513,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"637","17","80",-0.5,59,18,31,1,556,330455,331952,333349,338339,338895,19970,300,556,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"638","18","103",-0.5,73,15,68,2,658,349766,351263,352660,357767,358425,19970,400,658,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"639","19","90",-0.5,74,43,41,1,578,369577,371074,372471,376862,377440,19970,-300,578,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"640","20","82",-0.5,48,14,32,1,640,388772,390269,391682,396689,397329,19970,300,640,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"641","21","64",0.5,38,14,62,1,537,408515,410012,411410,415901,416438,19970,-200,537,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"642","22","56",0.5,58,17,65,1,528,427428,428925,430322,435112,435640,19970,100,528,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"643","23","59",0.5,43,28,81,2,610,447122,448619,450016,454607,455217,19970,-100,610,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"644","24","119",-0.5,54,17,27,2,1297,466516,468013,469411,474201,475498,19970,100,1297,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"645","25","106",-0.5,52,13,37,1,591,486327,487824,489221,493812,494403,19970,-100,591,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"646","26","5",0.5,43,14,67,2,822,505222,506719,508117,512408,513230,19970,-400,822,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"647","27","72",-0.5,79,21,68,1,618,523736,525233,526630,531736,532354,19970,400,618,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"648","28","76",-0.5,53,21,34,1,640,543762,545259,546656,550948,551588,19970,-400,640,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"649","29","78",-0.5,79,36,53,1,656,562259,563756,565153,569744,570400,19970,-100,656,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"650","30","44",0.5,43,29,74,1,1319,581171,582668,584065,588955,590274,19970,200,1319,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"651","31","46",0.5,29,14,41,1,602,600283,601780,603177,607468,608070,19970,-400,602,-0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"652","32","29",0.5,45,14,57,2,1475,618896,620393,621790,626281,627756,19970,-200,1475,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
"653","33","30",0.5,46,32,68,1,704,666401,667898,669295,674285,674989,666244,300,704,0.5,"/Volumes/Drive/Thesis/new_data/sub15/log_files/sub15_S2_ASTrain.xls"
